,place_name,price_usd_per_m2,surface_total_in_m2,lat,lon,floor,rooms,description,title,avenida,amenities,balcon,gimnasio,SUM,cochera,parrilla,pileta,patio,terraza,lavadero,Belgrano,Nuñez,Palermo,Palermo Hollywood,Recoleta,surface_total_in_m2_2,distancia_obelisco,habitaciones
23234,Belgrano,2481.818181818182,33.0,-34.567401600000004,-58.44989079999999,,2.0,"VENTA BELGRANO DEPARTAMENTO 2 AMBIENTES CON BALCÓN - MUY LUMINOSO - LIVING COMEDOR, DORMITORIO CON GRAN PLACARD, COCINA SEPARADA, BALCÓN CON LAVADERO. BANO COMPLETO - BAULERA APTO PROFESIONAL EXCELENTE ZONA DE BELGRANO METROBUS - LINEA D DE SUBTE.TOMAMOS PROPIEDAD EN PARTE DE PAGO.REALIZAMOS OPERACIONES SIMULTÁNEAS.TASACIONES SIN CARGO.ROMAN CIFRE PROPIEDADES / 3221 -   romancifrepropiedadesTwitter: @romancifre",VENTA BELGRANO DEPARTAMENTO 2 AMBIENTES CON BALCÓN,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1089.0,7900.659638391021,
23245,Belgrano,2297.297297297297,185.0,-34.5561511,-58.4575006,,4.0,"Estupendo piso en venta de 4 ambientes más dependencia de servicio. 185 m2 totales más dos cocheras.Arcos al 2500 entre Roosevelt y Monroe. Excelente ubicación a media cuadra de Plaza Alberti y cerca de subte, tren y Metrobus. Zona en constante crecimiento y revaloración.Amplio living-comedor en ""L"" con salida a gran balcón aterrazado. Toilette de recepción. Cocina grande con comedor de diario y áreas de servicio anexas (lavadero, baño y habitación de servicio). Mastersuite al contrafrente con salida a balcón y mueble incorporado, más otros dos dormitorios con otro baño completo. Excelente luminosidad de los mismos con sol por la mañana. Pisos de parquet y madera entarugados en perfecto estado. Baños y cocina de época en muy buen estado de conservación. Bicicletero y baulera en sector cocheras. Calefacción y aire acondicionado por ductos con equipo individual.Tercer piso en edificio de solo cinco pisos. Muy tranquilo y apacible. Edificio entre medianeras de 11 metros de frente lo que permite una excelente planta y generosas dimensiones en todos los ambientes. Dos cocheras (una cubierta y otra descubierta) lo que le da un diferencial muy destacable, existiendo además la posibilidad de utilizar un sector para cocheras de cortesía en caso de visitas.Otro atributo destacable es el moderado nivel de expensas ordinarias: solo aprox. $5.000 mensuales dado que no posee Encargado fijo sino uno a tiempo parcial.En resumen, un lugar residencial de privilegio en la Ciudad con una excelente relación entre precio, estado, potencial y sus dos cocheras. ","PISO EN VENTA 4 AMB. ARCOS 2500, BELGRANO. DOS COCHERAS!!.",1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,34225.0,8902.983299841078,
23279,Recoleta,2622.9508196721313,61.0,-34.5915327,-58.40934549999999,,2.0,"CODIGO: 1348-AF021324 ubicado en: Guemes 3030 -  Publicado por: BARRERA Y ASOCIADOS. El precio es de USD 160000 null. Amplio 2 ambientes con gran baulera en Recoleta con balcón piso 11 al frente con vistas y mucha luz, 61,22 m2 propios, 2 cuadras estación Aguero del subte, 3 cuadras del Alto Palermo y estación Bulnes. El ascensor llega hasta el piso 10, luego por escalera un piso más. Las expensas incluyes Aysa y losa radiante. . Publicado a través de Mapaprop",amplio 2 ambientes en Recoleta con vistas y mucha luz CON INQUILINO HASTA NOVIEMBRE '17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3721.0,3174.99945082618,
23476,Barrio Norte,3170.731707317073,123.0,-34.5849435,-58.4052622,,6.0,Departamento. Living. Comedor. 3 dormitorio(s). 2 baño(s).Habitación de servicio. Al frente. Reciclado.  Luminoso. Antigüedad 40 años. ,Departamento. Living. Comedor. 3 dormitorio(s). 2 baño(s).Habitación de servicio. Al frente. Reciclado.  Luminoso. Antigüedad 40 años. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15129.0,2858.6812435743846,
23512,Recoleta,4523.809523809524,42.0,-34.5900691,-58.3826775,,2.0,"CODIGO: 449-9906 ubicado en: Posadas al 1100 -  Publicado por: BA APART POR LÁVAQUE. El precio es de USD 190000 null. Departamento en VENTA en Recoleta, CA de Buenos Aires. 2 ambientes en edificio de catagoria.  Total 42 m2. El edificio de primera categoría, con amenities: gimnasio y laundry, cuenta con seguridad 24 hs, recepcion, servicios centrales. . Publicado a través de Mapaprop",VENTA - Departamento en Recoleta. 2 ambientes. Posadas y Cerrito,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1764.0,809.1566415730011,
23533,Palermo,2666.6666666666665,24.0,-34.5963441,-58.4231714,,1.0,"Excelente ubicación, a tan a solo 1 cuadras de Av. Córdoba y 5 de Scalabrini Ortiz Departamento de 18 años de antigüedad. Pisos y baño refaccionados hace 5 años. 24 metros cuadrados, Aire Frío Calor y Estufa de Tiro balanceado Cocina integrada con barra desayunadora, cocina completa y conexión para el lavarropas. Baño con extractor. Vestidor El ambiente se encuentra divido por una pared (no durlock), separando el living, del dormitorio. Terraza y Parque de uso común. Expensas: $1.800 incluyen Aysa Le Brique Propiedades 4522-1632",Departamento venta,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,576.0,4653.8430998174845,
23663,Nuñez,1998.0,50.0,-34.5420566969,-58.4678487115,,3.0,"3 AMBIENTES INMEJORABLE ZONA NUÑEZ ""Lomas de Nuñez""EXCELENTE UBICACIÓN!!!TODO LUZ Y SOL!!1°x esc. Lavadero en terraza--**NO APTO CREDITO**--BIENVENDE AMELIA CLAROAv. Cabildo 36884702-",VENTA DE DEPARTAMENTO EN NUÑEZ,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2500.0,10263.738069786059,
23671,Palermo,2500.0,30.0,-34.5977233,-58.42178249999999,,1.0,1 amb al frente con balcón - muy buena vista sobre calle Cabrera - baño completo - cocina separada - amplio placard - piso de parquet. excelente oportunidad ,F. A. de Figueroa 1200 - 1 amb - muy luminoso,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,900.0,4492.801907962517,
23672,Barrio Norte,2640.0,375.0,-34.5755191,-58.401972,,5.0,"Espectacular Piso, al frente, ubicado en Barrio Parque. Planta baja y primer piso en dúplex. Ubicación al frente, excelente luminosidad. 5 dormitorios, 5 baños, 3 en suite. Vestidor, 2 Toilletes, Living Comedor, Sala de Lavado y Planchado. Playroom. 2 cocheras fijas.  Patio de uso exclusivo. Vigilancia 24 hs. ",Excelente Piso en Barrio Parque,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,140625.0,2808.540221610481,
23691,Recoleta,4411.764705882353,85.0,-34.5947489452,-58.3934056767,,3.0,"Hermoso 3 ambientes en plena recoleta, alquilado actualmente a embajada con contrato por 3 años. Renta mensual: 1800 usd, más gastos, sin considerar la cochera.Dos dormitorios, el principal en suite con hidromasaje. Baño completo con ducha. Living comedor a la calle con balcón aterrazado, cocina amplia, con lavadero integrado.Cochera fija, baulera y amenities!Seguridad las 24 hs. Calefacción y agua caliente central.  Expensas $5.000-  ABL $1.100-APTO CRÉDITO- ","IDEAL INVERSOR- 3 Ambientes, cochera, Amenities, con Renta",1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,7225.0,1419.2743966413598,
23693,Palermo,2769.230769230769,26.0,-34.58184910000001,-58.4253713,,1.0,Venta Departamento MonoAmbiente Palermo25m2Muy luminosoPiso flotante recien colocado,Venta Departamento Monoambiente en Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,676.0,5043.822264446264,
23695,Palermo,2913.043478260869,23.0,-34.58184910000001,-58.4253713,,1.0,Muy LuminosoDisposición contrafrente23m2alquiler $5700exp 700,Venta departamento Monoambiente Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,529.0,5043.822264446264,
23704,Recoleta,3787.878787878788,330.0,-34.5895459,-58.39736360000001,,6.0,"LIVING, COMEDOR, ESCRITORIO, PLAYROOM, 4/5 DORMITORIOS ( 2 EN SUITE) MAS OTRO BAÑO COMPLETO Y TOILLETTE, COCINA, COMEDOR DIARIO, LAVADERO Y DEP DE SERVICIO. BALCON ATERRAZADO, TODO HECHO A NUEVO. 2 COCHERAS, BAULERA, AIRE ACONDICIONADO Y CALEFACCION CENTRAL, EL EDIFICIO TIENE GRUPO ELECTROGENO Y  SEGURIDAD 24 HS","ESPECTACULAR DEPARTAMENTO EN EDIFICIO FARIÑA, SOBRE AV CALLAO",1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,108900.0,1945.1549889119344,
23706,Barrio Norte,2410.714285714286,112.0,-34.5895425513,-58.4014059379,,3.0,"Luminoso Departamento al Frente de 3 Ambientes con Dependencia y Balcón Corrido en Barrio Norte. Amplio Living Comedor en L, 2 Dormitorios con Buenos Placares, Cocina Comedor, Baño Completo, Toilette, Lavadero Independiente y Baulera. Calefacción Central. A 1 Cuadra de Avenida Pueyrredón.",Luminoso Depto 3 Amb con Dep y Balcón Corrido en French y Laprida,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12544.0,2360.233963487243,
23721,Recoleta,3875.0,40.0,-34.5873394,-58.396633400000006,,1.0,"Hermoso Monoambiente /Estudio a Estrenar en inmejorable Ubicación ( A metros de Av. Las Heras, Colectivos, Subte H, Complejo Village, Centro Comercial, Restaurantes, etc.), muy luminoso, al frente con balcón, Apto Profesional, placares, detalles de categoría. Digno de ver, comprar para vivir, invertir o trabajar!!!","Monoambiente/Estudio a Estrenar, inmejorable ubicación, apto profesional",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1600.0,1932.625081609737,
23722,Barrio Norte,2200.0,250.0,-34.5958664779,-58.3931944531,,6.0,"Edificio de Categoría, Piso En lo mejor del barrio de Recoleta,. Balcón de 18 metros de largo, Amplio living, escritorio o play room, mas gran comedor, toilete de recepción, doble circulación, cuatro amplios dormitorios en suite,  cocina industrial con comedor diario, practico y cómodo lavadero, sala de planchado , dependencia, ascensor de servicio, losa radiante central, amplio hall de entrada, Cochera incluida.Seguridad 24 hs.Matriculado:Sebastian OlivasCPI 6713Cel. 1536032949Las medidas, superficies y proporciones consignadas en esta ficha son aproximadas y solo se muestran a título informativo.",Excelente Zona,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,62500.0,1374.1874330595876,
23723,Belgrano,3364.864864864865,74.0,-34.5701995,-58.4482262,,4.0,"Venta de dpto de 4 ambientes, con cochera. Metros totales: 70.Excelente ubicación, en Aguilar, entre Ciudad de la Paz y Amenabar. Cochera fija en edificio de enfrente.Vigilancia las 24hs - Cocina office - Lavadero independiente- Baño y toilette- Tres dormitorios (2 con placard que dan al frente con balcón, 1 sin placard) - Living ComedorApto crédito. Se deja constancia que las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. Las expensas pueden sufrir variaciones.BIENVENDE AMELIA CLAROBIENVENDE AMELIA CLAROAv. Federico Lacroze 23554778-","VENTA DE 4 AMBIENTES, EN BELGRANO. CON COCHERA.",1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,5476.0,7678.88111979612,
23852,Belgrano,3253.968253968254,63.0,-34.5585727,-58.4460389,,3.0,"CODIGO: 1974-617 ubicado en: Sucre 1500 -  Publicado por: BELFORTE PROPIEDADES  . El precio es de USD 205000 null. Hermoso Dpto de 3 Ambientes con Balcón, Toilet , Contrafrente, muy luminoso y buena  distribución. Las medidas fueron suministradas por el propietario y las mismas estan sujetas a su verificacion.  COTI en tramite a cargo del Propietario, su  valor fue dado a modo de referencia. . Publicado a través de Mapaprop","Hermoso Dpto de 3 Ambientes con Balcón, toilet  a mtros de Libertador ",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3969.0,7650.709469502481,
23870,Palermo Hollywood,2884.057971014493,69.0,-34.6036844,-58.3815591,,3.0,"CODIGO: 2883-648 ubicado en: Paraguay 5200 -  Publicado por: PALOMBA PROPIEDADES. El precio es de USD 199000 null. Departamento 3 ambientes al frente Palermo Hollywood  Hecho Nuevo  con balcon corrido de 7x1mts orientacion Norte, muy luminosos, vista abierta en esquina  Hecho a nuevo (cocina y baño nuevos) cocina aparte con lavadero de 5,5x2mts, living comedor con vista al balcon de 6,5x3,1mts 2 dormitorios amplios con placard  baño completo totalmente instalado, todos los ambientes, menos el dormitorio secundario, ventilan al frente lo que lo hace muy luminoso, pisos de parquet, esquina Bonpland Oportunidad por Estado, Ubicacion y Precio . Publicado a través de Mapaprop","3ambientes Frente Palermo Hollywood Hecho Nuevo Oportunidad por Estado, Ubicacion y Percio",1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4761.0,3.4278267603279904,
23924,Palermo,2962.264150943396,53.0,-34.5821169834,-58.4110410543,11.0,2.0,"Departamento de Dos Ambientes en Venta.En la pintoresca zona de Palermo, a pocas cuadras del BotÃ¡nico.Entre la Avenida Scalabrini Ortiz y Ugarteche.Muy Luminoso. Vista al PulmÃ³n de Manzana.El Living, el Dormitorio, la Cocina y el BaÃ±o estÃ¡n conectados con el Hall de entrada.El Inmueble se encuentra en el Piso 11.Amplia Cocina.Servicios Individuales. Agua Caliente por Termotanque.** La oferta de este inmueble es a solo tÃ­tulo informativo, pues la venta de la propiedad estÃ¡ supeditada a que el propietario cumplimente el trÃ¡mite ante la AFIP para la obtenciÃ³n del NÂº de COTI.","Departamento 53m² con Teléfono en Las Heras General Av. 3700, Capital Federal, Palermo, por U$S 157.000",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2809.0,3517.6759215530433,
23952,Belgrano,2711.864406779661,59.0,-34.5611728198,-58.4503261053,,2.0,"DEPARTAMENTO  EN VENTA  | BELGRANO  - Capital Federal  |   2 AMBIENTES Impecable estado, con orientación sureste, ubicado al contrafrente, con muy buena luminosidad y vista a amplio pulmón de manzana verde.Consta de palier privado, hall de entrada a amplio living comedor con salida a balcón aterrazado, dormitorio con placard, baño completo, cocina con lavadero incorporado.Cuenta con pisos de parquet. Baulera.En edificio de 8 pisos, con tres departamentos por piso, dos ascensores. -  - OPPEL INMUEBLES",DEPARTAMENTO EN VENTA,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3481.0,8052.296749216945,
23954,Belgrano,3554.5023696682465,211.0,-34.5634627478,-58.446992261999995,,6.0,"DEPARTAMENTO  EN VENTA  | BELGRANO  - Capital Federal  |   6 AMBIENTES Semipiso con orientación este, excelente luminosidad y vista a copa de árbol, en impecable estado.Consta de palier privado, hall de entrada a living muy amplio con balcón al frente, comedor independiente, toilette, amplio escritorio con ventana a 11 de Septiembre, 3 dormitorios: uno en suite. Dos baños com pletos, cocina muy amplia, comedor diario (ex dependencia de servicio) dependencia y baño de servicio, lavadero independiente (muy amplio).Cuenta con agua caliente y calefacción centrales. Espacio guardacoche para dos autos (uno grande y uno mediano). Baulera en 1° SS.En edificio torre, dos departamentos por piso, dos ascensores (principal y servicio). Vigilancia nocturna.Amenities: jardín al frente y fondo. -  - OPPEL INMUEBLES",DEPARTAMENTO EN VENTA,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,44521.0,7657.817317558375,
24159,Recoleta,3352.6490066225165,604.0,-34.5862589,-58.3977093,,10.0,"Espectacular triplex, super exclusivo, en la mejor zona de Buenos Aires, La Isla.El departamento es el penthouse del edificio y cuenta con una ubicación especial dentro de la isla, ya que al estar ubicado en la manzana que se ingresa por Copérnico y da por el contrafrente a Av Las Heras, o sea que tiene frente mirando al río y frente mirando a la ciudad.En un edificio de categoría que tiene seguridad las 24 hs, salón de fiestas y gimnasio.En el piso 10 se encuentra el palier privado, un hall, pisos de mármol, living con chimenea, un amplio comedor, family room de 60 m2, dos oficinas, la cocina con un gran comedor diario y dos toilettes. Con un balcón aterrazado sobre Copernico y un balcón cerrado sobre Av. Las Heras.El departamento cuenta con un ascensor de uso exclusivo que va desde el piso 10 al piso 12 .En el piso 11 se encuentran tres dormitorios en suite, dos de los cuales se comunican por un playroom.  Sobre Copérnico se encuentra la terraza con una piscina climatizada de 2,5 metros x 4 metros. Un quincho con parrilla y un area de fitness con sauna, ducha escocesa y vestuario. También se encuentra la dependencia de servicio con su baño.En el piso 12 se encuentra la master suite con vestidor  y un lujoso baño con mesada de marmol de carrara, jacuzzi y ducha. Con vista sobre Av Las Heras y una salida a un balcón aterrazado. Aqui también se encuentran el lavadero y la sala de máquinas.En el piso 13 (un cuarto piso propio) hay una terraza de uso exclusivo que sirve de solarium y tiene un aro de basquet.Todas las terminaciones son de primera categoría.En todos los pisos hay aire acondicionado central frío/calor con bocas de salida individuales en cada ambiente.Cuenta con tres cocheras de fácil acceso por Av Las Heras.Incluye una baulera.",Triplex con pileta propia en La Isla,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,364816.0,2068.0259291338652,
24340,Recoleta,3709.516393442623,122.0,-34.5971060961,-58.39255708140001,,4.0,"OM Recoleta está ubicado en la inigualable zona de Recoleta, el proyecto está emplazado sobre Marcelo T. de Alvear y Av. Callao en un terreno en forma de “L” de 3.078m2.Está integrado por un cuerpo de residencias y otro de oficinas, contempla un amplio “oasis” interno que brinda luminosidad y un ambiente natural a toda la edificación. El frente de Marcelo T. de Alvear 1753 da sobre la generosa arboleda de la Plaza Rodríguez Peña, diseñada por Carlos Thays. Creado para integrar la vida cotidiana con la naturaleza, el proyecto arquitectónico, de carácter racionalista, aprovecha a pleno la luz y las perspectivas del espacio. OM Recoleta fusiona de manera orgánica un estilo de vida distinguido con espacios de tranquilidad y armonía.   OM Recoleta, el equilibrio del adentro y el afuera.",3 dormitorios OM Recoleta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14884.0,1283.7748384490264,
24341,Palermo,3325.0,40.0,-34.571149600000005,-58.4232966,,2.0,"ESLOVENIA Y AV LUIS MARIA CAMPOS Excelente edificio en pozo sobre lote de 30 mts de frente en esquina. Proyecto de Camps Tiscornia. Amenities. Todas las unidades apaisadas con living y comedor al frente, ventanales de piso a techo, excelentes vistas y terminaciones. EMPLAZADO EN PLENO BARRIO DE CAÑITAS Y CON HERMOSA VISTA A TODO EL VERDE DEL REGIMIENTO DE GRANADEROS ENTREGA JULIO 2019 UNIDADES DE 1, 2 Y 3 AMB DESDE U$S 85.300 FINANCIACION ESPECIFICACIONES TECNICAS UNIDADES 1)TERMINACIONES A)Muros:Paredes divisorias entre departamentos de ladrillo macizo común (opc 1), o con el sistema constructivo de placa de roca de yeso (opc 2). Los tabiques interiores serán de mampostería de ladrillo hueco, o con el sistema constructivo de placa de roca de yeso. En caso de utilizar el sistema constructivo de placa de roca de yeso, se utilizara una aplicación en todo el espesor del tabique de una Aislación Celulósica Proyectada (ACP). Paredes exteriores en hormigón a la vista, revestimiento interior aislante en placa de roca.B)Revoques:Revoque impermeable grueso y fino en las paredes exteriores seg doc.Los cielorrasos suspendidos serán con placa de durlock.Cantoneras metálicas en esquinas y buñas en cielorrasos.C)Revestimientos:Los baños irán con revestimiento hasta un mínimo de 2,10 m. de altura con un porcellanato de marca reconocida.D)Pisos:Estar-comedor, Paso, Dormitorios y cocinas: Carpeta de alisado de cemento (30 mm.) apto para recibir piso flotante de madera o alfombra. Baños con piso de porcellanato de marca reconocida.2)CARPINTERIAS     Carpintería de PVC o aluminio Aluar línea A-30 Módena 3)CARPINTERIAS DE MADERAPuertas placas interiores con tablero de 6mm en cada cara.Herrajes de bronce terminación platil.Muebles bajo mesada enchapados en laminado plástico.Frentes de placard corredizos con estructura de aluminio, o con hojas de abrir en MDF para pintar. No se entrega interiores de placards.4)INSTALACION SANITARIALa distribución de agua fría y caliente se materializará con cañerías marca “Acqua System”, “Saladillo Hidro 3” o similar.El agua caliente será suministrada por un termotanque eléctrico individual de 125 litros. Para los desagües se utilizará el sistema “Awaduct” o similar y los mismos se realizarán suspendidos bajo losa. Llaves de paso cromadas para agua fría y caliente en los locales sanitarios y cocina.5)ARTEFACTOS SANITARIOSArtefactos Ferrum, línea “Bari” o similar.Bachas de baño de apoyar “Decca Piazza L73” o similarPileta de cocina de acero inoxidable “Mi Pileta” o similar.Accesorios Ottone, línea “Basic” o similar.6)GRIFERÍASCocinas: Monocomando “Soal” de Hydros o similar.Baños: “Novara” de Hydros o similar.7)CALEFACCIÓN / AIRE ACONDICIONADOEn cuanto a la instalación termomecánica será resuelta con equipos frio calor tipo split para los ambientes principales –uno por unidad- con las condensadoras correspondientes ubicadas en los balcones. No se proveen equipos8)INSTALACION ELECTRICAPara la instalación eléctrica cada unidad contará con un tablero principal con disyuntor diferencial y llaves termomagneticas correspondientes.  Circuitos independientes con sus respectivas llaves y tomas serán de la línea “Sica Life” o similar.Telefonía y televisión en ambientes principales.Portero eléctrico.9)MARMOLERÍAMesadas de mármol blanco o granito negro en cocinas.En baños mesadas de mármol o similar.10)PINTURAParedes y cielorrasos: no incluida.11)ASCENSORAscensores de primera línea, frecuencia variable.Cabina de acero inoxidable con capacidad para 4 personas.Puertas automáticas en todos los niveles.12)ARTEFACTO DE COCINAAnafe eléctrico de dos hornallas “Domec” o similar.ESPECIFICACIONES TECNICAS ESPACIOS COMUNES1)PLANTA BAJAA)Revestimientos:Sector ascensores con frentes revestidos en madera y/o porcellanato y/o revestimiento metálico tipo Alucobond o similar.Puertas de ascensor en acero inoxidable.      Revestimiento paredes en marmetas y/o porcellanato o similarB)Pisos:      Porcellanato con guarda y narices en mármol y/o acero inoxidable.2)PALIERES DE PISOA)Paredes: Empapelado o pintado con zocalo de MDF B)Pisos:Porcellanto o similar 3)TERRAZA El edificio contará con una terraza descubierta de uso común, con una pileta y      sector de parrilla ubicados en el ultimo piso.El piso de del área pileta será tipo Travertilit o similar, mientras que el sector parrilla será en porcellanato o similar.Pileta revestida en venecita o pintada con aquavations y con sistema de filtrado incorporado.4)SUBSUELOEl edificio contará además con un espacio para lavadero común ubicado en el primer subsuelo.",ESLOVENIA ESQ AV. LUIS MARIA CAMPOS,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1600.0,5023.088290002388,
24344,Palermo,3781.25,64.0,-34.571149600000005,-58.4232966,,2.0,"ESLOVENIA Y AV LUIS MARIA CAMPOS Excelente edificio en pozo sobre lote de 30 mts de frente en esquina. Proyecto de Camps Tiscornia. Amenities. Todas las unidades apaisadas con living y comedor al frente, ventanales de piso a techo, excelentes vistas y terminaciones. EMPLAZADO EN PLENO BARRIO DE CAÑITAS Y CON HERMOSA VISTA A TODO EL VERDE DEL REGIMIENTO DE GRANADEROS ENTREGA JULIO 2019 UNIDADES DE 1, 2 Y 3 AMB DESDE U$S 85.300 FINANCIACION ESPECIFICACIONES TECNICAS UNIDADES 1)TERMINACIONES A)Muros:Paredes divisorias entre departamentos de ladrillo macizo común (opc 1), o con el sistema constructivo de placa de roca de yeso (opc 2). Los tabiques interiores serán de mampostería de ladrillo hueco, o con el sistema constructivo de placa de roca de yeso. En caso de utilizar el sistema constructivo de placa de roca de yeso, se utilizara una aplicación en todo el espesor del tabique de una Aislación Celulósica Proyectada (ACP). Paredes exteriores en hormigón a la vista, revestimiento interior aislante en placa de roca.B)Revoques:Revoque impermeable grueso y fino en las paredes exteriores seg doc.Los cielorrasos suspendidos serán con placa de durlock.Cantoneras metálicas en esquinas y buñas en cielorrasos.C)Revestimientos:Los baños irán con revestimiento hasta un mínimo de 2,10 m. de altura con un porcellanato de marca reconocida.D)Pisos:Estar-comedor, Paso, Dormitorios y cocinas: Carpeta de alisado de cemento (30 mm.) apto para recibir piso flotante de madera o alfombra. Baños con piso de porcellanato de marca reconocida.2)CARPINTERIAS     Carpintería de PVC o aluminio Aluar línea A-30 Módena 3)CARPINTERIAS DE MADERAPuertas placas interiores con tablero de 6mm en cada cara.Herrajes de bronce terminación platil.Muebles bajo mesada enchapados en laminado plástico.Frentes de placard corredizos con estructura de aluminio, o con hojas de abrir en MDF para pintar. No se entrega interiores de placards.4)INSTALACION SANITARIALa distribución de agua fría y caliente se materializará con cañerías marca “Acqua System”, “Saladillo Hidro 3” o similar.El agua caliente será suministrada por un termotanque eléctrico individual de 125 litros. Para los desagües se utilizará el sistema “Awaduct” o similar y los mismos se realizarán suspendidos bajo losa. Llaves de paso cromadas para agua fría y caliente en los locales sanitarios y cocina.5)ARTEFACTOS SANITARIOSArtefactos Ferrum, línea “Bari” o similar.Bachas de baño de apoyar “Decca Piazza L73” o similarPileta de cocina de acero inoxidable “Mi Pileta” o similar.Accesorios Ottone, línea “Basic” o similar.6)GRIFERÍASCocinas: Monocomando “Soal” de Hydros o similar.Baños: “Novara” de Hydros o similar.7)CALEFACCIÓN / AIRE ACONDICIONADOEn cuanto a la instalación termomecánica será resuelta con equipos frio calor tipo split para los ambientes principales –uno por unidad- con las condensadoras correspondientes ubicadas en los balcones. No se proveen equipos8)INSTALACION ELECTRICAPara la instalación eléctrica cada unidad contará con un tablero principal con disyuntor diferencial y llaves termomagneticas correspondientes.  Circuitos independientes con sus respectivas llaves y tomas serán de la línea “Sica Life” o similar.Telefonía y televisión en ambientes principales.Portero eléctrico.9)MARMOLERÍAMesadas de mármol blanco o granito negro en cocinas.En baños mesadas de mármol o similar.10)PINTURAParedes y cielorrasos: no incluida.11)ASCENSORAscensores de primera línea, frecuencia variable.Cabina de acero inoxidable con capacidad para 4 personas.Puertas automáticas en todos los niveles.12)ARTEFACTO DE COCINAAnafe eléctrico de dos hornallas “Domec” o similar.ESPECIFICACIONES TECNICAS ESPACIOS COMUNES1)PLANTA BAJAA)Revestimientos:Sector ascensores con frentes revestidos en madera y/o porcellanato y/o revestimiento metálico tipo Alucobond o similar.Puertas de ascensor en acero inoxidable.      Revestimiento paredes en marmetas y/o porcellanato o similarB)Pisos:      Porcellanato con guarda y narices en mármol y/o acero inoxidable.2)PALIERES DE PISOA)Paredes: Empapelado o pintado con zocalo de MDF B)Pisos:Porcellanto o similar 3)TERRAZA El edificio contará con una terraza descubierta de uso común, con una pileta y      sector de parrilla ubicados en el ultimo piso.El piso de del área pileta será tipo Travertilit o similar, mientras que el sector parrilla será en porcellanato o similar.Pileta revestida en venecita o pintada con aquavations y con sistema de filtrado incorporado.4)SUBSUELOEl edificio contará además con un espacio para lavadero común ubicado en el primer subsuelo.",ESLOVENIA ESQUINA AV. LUIS MARIA CAMPOS,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,4096.0,5023.088290002388,
